biennium,committee,name,isChair,isVice,
2005-06,Senate Committee on Government Operations & Elections,Adam Kline,,,
2005-06,Senate Committee on Government Operations & Elections,Bob McCaslin,,,
2005-06,Senate Committee on Government Operations & Elections,Joyce Mulliken,,,
2005-06,Senate Committee on Government Operations & Elections,Craig Pridemore,,,
2005-06,Senate Committee on Health & Long-Term Care,Karen Keiser,1,,
2005-06,Senate Committee on Health & Long-Term Care,Pat Thibaudeau,,1,
2005-06,Senate Committee on Health & Long-Term Care,Alex Deccio,,,
2005-06,Senate Committee on Health & Long-Term Care,Brad Benson,,,
2005-06,Senate Committee on Health & Long-Term Care,Dale Brandland,,,
2005-06,Senate Committee on Health & Long-Term Care,Rosa Franklin,,,
2005-06,Senate Committee on Health & Long-Term Care,Stephen Johnson,,,
2005-06,Senate Committee on Health & Long-Term Care,Jim Kastama,,,
2005-06,Senate Committee on Health & Long-Term Care,Adam Kline,,,
2005-06,Senate Committee on Health & Long-Term Care,Linda Evans Parlette,,,
2005-06,Senate Committee on Health & Long-Term Care,Erik Poulsen,,,
2005-06,Senate Committee on Human Services & Corrections,James Hargrove,1,,
2005-06,Senate Committee on Human Services & Corrections,Debbie Regala,,1,
2005-06,Senate Committee on Human Services & Corrections,Val Stevens,,,
2005-06,Senate Committee on Human Services & Corrections,Dale Brandland,,,
2005-06,Senate Committee on Human Services & Corrections,Mike Carrell,,,
2005-06,Senate Committee on Human Services & Corrections,Rosemary McAuliffe,,,
2005-06,Senate Committee on Human Services & Corrections,Pat Thibaudeau,,,
2005-06,Senate Committee on International Trade & Economic Development,Paull Shin,1,,
2005-06,Senate Committee on International Trade & Economic Development,Tim Sheldon,,1,
2005-06,Senate Committee on International Trade & Economic Development,Cheryl Pflug,,,
2005-06,Senate Committee on International Trade & Economic Development,Mark Doumit,,,
2005-06,Senate Committee on International Trade & Economic Development,Tracey Eide,,,
2005-06,Senate Committee on International Trade & Economic Development,Pam Roach,,,
2005-06,Senate Committee on International Trade & Economic Development,Joseph Zarelli,,,
2005-06,Senate Committee on Judiciary,Adam Kline,1,,
2005-06,Senate Committee on Judiciary,Brian Weinstein,,1,
2005-06,Senate Committee on Judiciary,Stephen Johnson,,,
2005-06,Senate Committee on Judiciary,Mike Carrell,,,
2005-06,Senate Committee on Judiciary,Luke Esser,,,
2005-06,Senate Committee on Judiciary,James Hargrove,,,
2005-06,Senate Committee on Judiciary,Jeanne Kohl-Welles,,,
2005-06,Senate Committee on Judiciary,Bob McCaslin,,,
2005-06,Senate Committee on Judiciary,Marilyn Rasmussen,,,
2005-06,Senate Committee on Judiciary,Pat Thibaudeau,,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Jeanne Kohl-Welles,1,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Rosa Franklin,,1,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Linda Evans Parlette,,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Lisa Brown,,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Alex Deccio,,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Mike Hewitt,,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Jim Honeyford,,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Karen Keiser,,,
2005-06,"Senate Committee on Labor, Commerce, Research & Development",Margarita Prentice,,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Ken Jacobsen,1,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Mark Doumit,,1,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Bob Oke,,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Karen Fraser,,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",James Hargrove,,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Bob Morton,,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Harriet Spanel,,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Val Stevens,,,
2005-06,"Senate Committee on Natural Resources, Ocean & Recreation",Dan Swecker,,,
2005-06,Senate Committee on Rules,Brad Owen,1,,
2005-06,Senate Committee on Rules,Rosa Franklin,,1,
2005-06,Senate Committee on Rules,Mike Hewitt,,,
2005-06,Senate Committee on Rules,Lisa Brown,,,
2005-06,Senate Committee on Rules,Mark Doumit,,,
2005-06,Senate Committee on Rules,Tracey Eide,,,
2005-06,Senate Committee on Rules,Luke Esser,,,
2005-06,Senate Committee on Rules,Bill Finkbeiner,,,
2005-06,Senate Committee on Rules,Karen Fraser,,,
2005-06,Senate Committee on Rules,Mary Margaret Haugen,,,
2005-06,Senate Committee on Rules,Jim Honeyford,,,
2005-06,Senate Committee on Rules,Stephen Johnson,,,
2005-06,Senate Committee on Rules,Adam Kline,,,
2005-06,Senate Committee on Rules,Jeanne Kohl-Welles,,,
2005-06,Senate Committee on Rules,Linda Evans Parlette,,,
2005-06,Senate Committee on Rules,Debbie Regala,,,
2005-06,Senate Committee on Rules,Harriet Spanel,,,
2005-06,Senate Committee on Rules,Val Stevens,,,
2005-06,Senate Committee on Rules,Pat Thibaudeau,,,
2005-06,Senate Committee on Rules,Joseph Zarelli,,,
2005-06,Senate Committee on Transportation,Mary Margaret Haugen,1,,
2005-06,Senate Committee on Transportation,Ken Jacobsen,,1,
2005-06,Senate Committee on Transportation,Erik Poulsen,,1,
2005-06,Senate Committee on Transportation,Brad Benson,,,
2005-06,Senate Committee on Transportation,Don Benton,,,
2005-06,Senate Committee on Transportation,Jean Berkey,,,
2005-06,Senate Committee on Transportation,Luke Esser,,,
2005-06,Senate Committee on Transportation,Bill Finkbeiner,,,
2005-06,Senate Committee on Transportation,Jim Kastama,,,
2005-06,Senate Committee on Transportation,Joyce Mulliken,,,
2005-06,Senate Committee on Transportation,Bob Oke,,,
2005-06,Senate Committee on Transportation,Tim Sheldon,,,
2005-06,Senate Committee on Transportation,Harriet Spanel,,,
2005-06,Senate Committee on Transportation,Dan Swecker,,,
2005-06,Senate Committee on Transportation,Brian Weinstein,,,
2005-06,"Senate Committee on Water, Energy & Environment",Erik Poulsen,1,,
2005-06,"Senate Committee on Water, Energy & Environment",Phil Rockefeller,,1,
2005-06,"Senate Committee on Water, Energy & Environment",Bob Morton,,,
2005-06,"Senate Committee on Water, Energy & Environment",Jerome Delvin,,,
2005-06,"Senate Committee on Water, Energy & Environment",Karen Fraser,,,
2005-06,"Senate Committee on Water, Energy & Environment",Mike Hewitt,,,
2005-06,"Senate Committee on Water, Energy & Environment",Jim Honeyford,,,
2005-06,"Senate Committee on Water, Energy & Environment",Joyce Mulliken,,,
2005-06,"Senate Committee on Water, Energy & Environment",Craig Pridemore,,,
2005-06,"Senate Committee on Water, Energy & Environment",Debbie Regala,,,
2005-06,Senate Committee on Ways & Means,Margarita Prentice,1,,
2005-06,Senate Committee on Ways & Means,Karen Fraser,,1,
2005-06,Senate Committee on Ways & Means,Mark Doumit,,1,
2005-06,Senate Committee on Ways & Means,Joseph Zarelli,,,
2005-06,Senate Committee on Ways & Means,Dale Brandland,,,
2005-06,Senate Committee on Ways & Means,Darlene Fairley,,,
2005-06,Senate Committee on Ways & Means,Mike Hewitt,,,
2005-06,Senate Committee on Ways & Means,Jeanne Kohl-Welles,,,
2005-06,Senate Committee on Ways & Means,Linda Evans Parlette,,,
2005-06,Senate Committee on Ways & Means,Cheryl Pflug,,,
2005-06,Senate Committee on Ways & Means,Craig Pridemore,,,
2005-06,Senate Committee on Ways & Means,Marilyn Rasmussen,,,
2005-06,Senate Committee on Ways & Means,Debbie Regala,,,
2005-06,Senate Committee on Ways & Means,Pam Roach,,,
2005-06,Senate Committee on Ways & Means,Phil Rockefeller,,,
2005-06,Senate Committee on Ways & Means,Mark Schoesler,,,
2005-06,Senate Committee on Ways & Means,Pat Thibaudeau,,,
2007-08,House Committee on Agriculture & Natural Resources,Brian Blake,,1,
2007-08,House Committee on Agriculture & Natural Resources,Joel Kretz,,,
2007-08,House Committee on Agriculture & Natural Resources,Brian Sullivan,1,,
2007-08,House Committee on Agriculture & Natural Resources,Kevin Van De Wege,,,
2007-08,House Committee on Agriculture & Natural Resources,Judy Warnick,,,
2007-08,House Committee on Agriculture & Natural Resources,Mary Lou Dickerson,,,
2007-08,House Committee on Agriculture & Natural Resources,"William ""Ike"" Eickmeyer",,,
2007-08,House Committee on Agriculture & Natural Resources,Bill Grant,,,
2007-08,House Committee on Agriculture & Natural Resources,Steve Hailey,,,
2007-08,House Committee on Agriculture & Natural Resources,Ruth Kagi,,,
2007-08,House Committee on Agriculture & Natural Resources,Dan Kristiansen,,,
2007-08,House Committee on Agriculture & Natural Resources,Patricia Lantz,,,
2007-08,House Committee on Agriculture & Natural Resources,Liz Loomis,,,
2007-08,House Committee on Agriculture & Natural Resources,John McCoy,,,
2007-08,House Committee on Agriculture & Natural Resources,Sharon Nelson,,,
2007-08,House Committee on Agriculture & Natural Resources,Daniel Newhouse,,,
2007-08,House Committee on Agriculture & Natural Resources,Ed Orcutt,,,
2007-08,House Committee on Agriculture & Natural Resources,Chris Strow,,,
2007-08,House Committee on Appropriations,Helen Sommers,1,,
2007-08,House Committee on Appropriations,Hans Dunshee,,1,
2007-08,House Committee on Appropriations,Gary Alexander,,,
2007-08,House Committee on Appropriations,Barbara Bailey,,,
2007-08,House Committee on Appropriations,Larry Haler,,,
2007-08,House Committee on Appropriations,Glenn Anderson,,,
2007-08,House Committee on Appropriations,David Buri,,,
2007-08,House Committee on Appropriations,Bruce Chandler,,,
2007-08,House Committee on Appropriations,Eileen Cody,,,
2007-08,House Committee on Appropriations,Steve Conway,,,
2007-08,House Committee on Appropriations,Jeannie Darneille,,,
2007-08,House Committee on Appropriations,Jim Dunn,,,
2007-08,House Committee on Appropriations,Mark Ericks,,,
2007-08,House Committee on Appropriations,Bill Fromhold,,,
2007-08,House Committee on Appropriations,Bill Grant,,,
2007-08,House Committee on Appropriations,Tami Green,,,
2007-08,House Committee on Appropriations,Kathy Haigh,,,
2007-08,House Committee on Appropriations,Bill Hinkle,,,
2007-08,House Committee on Appropriations,Sam Hunt,,,
2007-08,House Committee on Appropriations,Ross Hunter,,,
2007-08,House Committee on Appropriations,Ruth Kagi,,,
2007-08,House Committee on Appropriations,Phyllis Kenney,,,
2007-08,House Committee on Appropriations,Lynn Kessler,,,
2007-08,House Committee on Appropriations,Joel Kretz,,,
2007-08,House Committee on Appropriations,Kelli Linville,,,
2007-08,House Committee on Appropriations,Joe McDermott,,,
2007-08,House Committee on Appropriations,Joyce McDonald,,,
2007-08,House Committee on Appropriations,Jim McIntire,,,
2007-08,House Committee on Appropriations,Dawn Morrell,,,
2007-08,House Committee on Appropriations,Eric Pettigrew,,,
2007-08,House Committee on Appropriations,Skip Priest,,,
2007-08,House Committee on Appropriations,Charles Ross,,,
2007-08,House Committee on Appropriations,Joe Schmick,,,
2007-08,House Committee on Appropriations,Shay Schual-Berke,,,
2007-08,House Committee on Appropriations,Larry Seaquist,,,
2007-08,House Committee on Appropriations,Pat Sullivan,,,
2007-08,House Committee on Appropriations,Maureen Walsh,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Kathy Haigh,1,,
2007-08,House Committee on Appropriations Subcommittee on Education,Pat Sullivan,,1,
2007-08,House Committee on Appropriations Subcommittee on Education,Skip Priest,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Glenn Anderson,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Don Barlow,,,
2007-08,House Committee on Appropriations Subcommittee on Education,David Buri,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Larry Crouse,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Jim Dunn,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Hans Dunshee,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Bill Fromhold,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Larry Haler,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Jaime Herrera,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Ross Hunter,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Fred Jarrett,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Ruth Kagi,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Phyllis Kenney,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Jim McCune,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Joe McDermott,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Timm Ormsby,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Dave Quall,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Larry Seaquist,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Larry Springer,,,
2007-08,House Committee on Appropriations Subcommittee on Education,Deb Wallace,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Kelli Linville,1,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Mark Ericks,,1,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Mike Armstrong,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Mary Skinner,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Judy Warnick,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Gary Alexander,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Don Barlow,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Brian Blake,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Bruce Chandler,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Larry Crouse,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Joel Kretz,,,
2007-08,House Committee on Appropriations Subcommittee on General Government & Audit Review,Patricia Lantz,,,
