"","Biennium","BillId","BillNumber"
"1751","2017-18","EHB 2332","2332"
"1752","2017-18","HB 2333","2333"
"1753","2017-18","HB 2334","2334"
"1754","2017-18","HB 2335","2335"
"1755","2017-18","HB 2336","2336"
"1756","2017-18","HB 2337","2337"
"1757","2017-18","HB 2338","2338"
"1758","2017-18","HB 2339","2339"
"1759","2017-18","HB 2340","2340"
"1760","2017-18","HB 2341","2341"
"1761","2017-18","HB 2342","2342"
"1762","2017-18","HB 2343","2343"
"1763","2017-18","HB 2344","2344"
"1764","2017-18","HB 2345","2345"
"1765","2017-18","HB 2346","2346"
"1766","2017-18","HB 2347","2347"
"1767","2017-18","HB 2348","2348"
"1768","2017-18","HB 2349","2349"
"1769","2017-18","EHB 2350","2350"
"1770","2017-18","HB 2351","2351"
"1771","2017-18","HB 2352","2352"
"1772","2017-18","HB 2353","2353"
"1773","2017-18","HJM 4000","4000"
"1774","2017-18","HJM 4001","4001"
"1775","2017-18","HJM 4002","4002"
"1776","2017-18","HJM 4003","4003"
"1777","2017-18","HJM 4004","4004"
"1778","2017-18","HJM 4005","4005"
"1779","2017-18","HJM 4006","4006"
"1780","2017-18","HJM 4007","4007"
"1781","2017-18","SHJM 4007","4007"
"1782","2017-18","HJM 4008","4008"
"1783","2017-18","SHJM 4008","4008"
"1784","2017-18","HJM 4009","4009"
"1785","2017-18","HJM 4010","4010"
"1786","2017-18","HJM 4011","4011"
"1787","2017-18","EHJM 4012","4012"
"1788","2017-18","HJM 4013","4013"
"1789","2017-18","HJR 4200","4200"
"1790","2017-18","HJR 4201","4201"
"1791","2017-18","HJR 4202","4202"
"1792","2017-18","HJR 4203","4203"
"1793","2017-18","HJR 4204","4204"
"1794","2017-18","HJR 4205","4205"
"1795","2017-18","HJR 4206","4206"
"1796","2017-18","HJR 4207","4207"
"1797","2017-18","HJR 4208","4208"
"1798","2017-18","HJR 4209","4209"
"1799","2017-18","HJR 4210","4210"
"1800","2017-18","HJR 4211","4211"
"1801","2017-18","EHCR 4400","4400"
"1802","2017-18","HCR 4401","4401"
"1803","2017-18","HCR 4402","4402"
"1804","2017-18","HCR 4403","4403"
"1805","2017-18","HCR 4404","4404"
"1806","2017-18","HCR 4405","4405"
"1807","2017-18","HCR 4406","4406"
"1808","2017-18","HCR 4407","4407"
"1809","2017-18","HCR 4408","4408"
"1810","2017-18","HCR 4409","4409"
"1811","2017-18","HCR 4410","4410"
"1812","2017-18","HR 4600","4600"
"1813","2017-18","HR 4601","4601"
"1814","2017-18","HR 4602","4602"
"1815","2017-18","HR 4603","4603"
"1816","2017-18","HR 4604","4604"
"1817","2017-18","HR 4605","4605"
"1818","2017-18","HR 4606","4606"
"1819","2017-18","HR 4607","4607"
"1820","2017-18","HR 4608","4608"
"1821","2017-18","HR 4609","4609"
"1822","2017-18","EHR 4610","4610"
"1823","2017-18","HR 4611","4611"
"1824","2017-18","HR 4612","4612"
"1825","2017-18","HR 4613","4613"
"1826","2017-18","HR 4614","4614"
"1827","2017-18","HR 4615","4615"
"1828","2017-18","HR 4616","4616"
"1829","2017-18","HR 4617","4617"
"1830","2017-18","HR 4618","4618"
"1831","2017-18","HR 4619","4619"
"1832","2017-18","HR 4620","4620"
"1833","2017-18","HR 4621","4621"
"1834","2017-18","HR 4622","4622"
"1835","2017-18","HR 4623","4623"
"1836","2017-18","HR 4624","4624"
"1837","2017-18","HR 4625","4625"
"1838","2017-18","HR 4627","4627"
"1839","2017-18","HR 4628","4628"
"1840","2017-18","HR 4629","4629"
"1841","2017-18","HR 4630","4630"
"1842","2017-18","HR 4631","4631"
"1843","2017-18","HR 4632","4632"
"1844","2017-18","HR 4633","4633"
"1845","2017-18","HR 4634","4634"
"1846","2017-18","HR 4635","4635"
"1847","2017-18","HR 4636","4636"
"1848","2017-18","HR 4637","4637"
"1849","2017-18","HR 4638","4638"
"1850","2017-18","HR 4639","4639"
"1851","2017-18","HR 4640","4640"
"1852","2017-18","HR 4641","4641"
"1853","2017-18","HR 4642","4642"
"1854","2017-18","HR 4643","4643"
"1855","2017-18","HR 4644","4644"
"1856","2017-18","HR 4645","4645"
"1857","2017-18","HR 4646","4646"
"1858","2017-18","HR 4647","4647"
"1859","2017-18","HR 4648","4648"
"1860","2017-18","HR 4649","4649"
"1861","2017-18","HR 4650","4650"
"1862","2017-18","SB 5000","5000"
"1863","2017-18","SB 5001","5001"
"1864","2017-18","SSB 5001","5001"
"1865","2017-18","SB 5002","5002"
"1866","2017-18","SB 5003","5003"
"1867","2017-18","SB 5004","5004"
"1868","2017-18","SSB 5004","5004"
"1869","2017-18","SB 5005","5005"
"1870","2017-18","SB 5006","5006"
"1871","2017-18","SB 5007","5007"
"1872","2017-18","SSB 5007","5007"
"1873","2017-18","ESB 5008","5008"
"1874","2017-18","SB 5009","5009"
"1875","2017-18","SB 5010","5010"
"1876","2017-18","SB 5011","5011"
"1877","2017-18","SB 5012","5012"
"1878","2017-18","SSB 5012","5012"
"1879","2017-18","SB 5013","5013"
"1880","2017-18","SB 5014","5014"
"1881","2017-18","SSB 5014","5014"
"1882","2017-18","SB 5015","5015"
"1883","2017-18","SB 5016","5016"
"1884","2017-18","SSB 5016","5016"
"1885","2017-18","SB 5017","5017"
"1886","2017-18","SB 5018","5018"
"1887","2017-18","SSB 5018","5018"
"1888","2017-18","SB 5019","5019"
"1889","2017-18","SSB 5019","5019"
"1890","2017-18","SB 5020","5020"
"1891","2017-18","SSB 5020","5020"
"1892","2017-18","SB 5021","5021"
"1893","2017-18","SSB 5021","5021"
"1894","2017-18","2SSB 5021","5021"
"1895","2017-18","SB 5022","5022"
"1896","2017-18","SSB 5022","5022"
"1897","2017-18","ESB 5023","5023"
"1898","2017-18","SB 5024","5024"
"1899","2017-18","SB 5025","5025"
"1900","2017-18","SB 5026","5026"
"1901","2017-18","SB 5027","5027"
"1902","2017-18","SB 5028","5028"
"1903","2017-18","SB 5029","5029"
"1904","2017-18","SSB 5029","5029"
"1905","2017-18","SB 5030","5030"
"1906","2017-18","SB 5031","5031"
"1907","2017-18","SSB 5031","5031"
"1908","2017-18","SB 5032","5032"
"1909","2017-18","SB 5033","5033"
"1910","2017-18","ESSB 5033","5033"
"1911","2017-18","SB 5034","5034"
"1912","2017-18","SB 5035","5035"
"1913","2017-18","SSB 5035","5035"
"1914","2017-18","SB 5036","5036"
"1915","2017-18","SB 5037","5037"
"1916","2017-18","SB 5038","5038"
"1917","2017-18","ESSB 5038","5038"
"1918","2017-18","SB 5039","5039"
"1919","2017-18","SB 5040","5040"
"1920","2017-18","SB 5041","5041"
"1921","2017-18","ESB 5042","5042"
"1922","2017-18","SB 5043","5043"
"1923","2017-18","SSB 5043","5043"
"1924","2017-18","SB 5044","5044"
"1925","2017-18","SB 5045","5045"
"1926","2017-18","SB 5046","5046"
"1927","2017-18","SSB 5046","5046"
"1928","2017-18","SB 5047","5047"
"1929","2017-18","SB 5048","5048"
"1930","2017-18","ESSB 5048","5048"
"1931","2017-18","SB 5049","5049"
"1932","2017-18","SB 5050","5050"
"1933","2017-18","SB 5051","5051"
"1934","2017-18","SSB 5051","5051"
"1935","2017-18","SB 5052","5052"
"1936","2017-18","SB 5053","5053"
"1937","2017-18","SB 5054","5054"
"1938","2017-18","SB 5055","5055"
"1939","2017-18","SB 5056","5056"
"1940","2017-18","SB 5057","5057"
"1941","2017-18","SB 5058","5058"
"1942","2017-18","SB 5059","5059"
"1943","2017-18","SB 5060","5060"
"1944","2017-18","SSB 5060","5060"
"1945","2017-18","SB 5061","5061"
"1946","2017-18","SB 5062","5062"
"1947","2017-18","SB 5063","5063"
"1948","2017-18","SSB 5063","5063"
"1949","2017-18","SB 5064","5064"
"1950","2017-18","SSB 5064","5064"
"1951","2017-18","SB 5065","5065"
"1952","2017-18","SSB 5065","5065"
"1953","2017-18","2SSB 5065","5065"
"1954","2017-18","SB 5066","5066"
"1955","2017-18","SB 5067","5067"
"1956","2017-18","SB 5068","5068"
"1957","2017-18","SB 5069","5069"
"1958","2017-18","SSB 5069","5069"
"1959","2017-18","SB 5070","5070"
"1960","2017-18","SB 5071","5071"
"1961","2017-18","SB 5072","5072"
"1962","2017-18","SB 5073","5073"
"1963","2017-18","SSB 5073","5073"
"1964","2017-18","SB 5074","5074"
"1965","2017-18","SB 5075","5075"
"1966","2017-18","SB 5076","5076"
"1967","2017-18","SB 5077","5077"
"1968","2017-18","SSB 5077","5077"
"1969","2017-18","SB 5078","5078"
"1970","2017-18","SB 5079","5079"
"1971","2017-18","SSB 5079","5079"
"1972","2017-18","SB 5080","5080"
"1973","2017-18","SB 5081","5081"
"1974","2017-18","SSB 5081","5081"
"1975","2017-18","SB 5082","5082"
"1976","2017-18","SB 5083","5083"
"1977","2017-18","SSB 5083","5083"
"1978","2017-18","SB 5084","5084"
"1979","2017-18","ESSB 5084","5084"
"1980","2017-18","SB 5085","5085"
"1981","2017-18","SB 5086","5086"
"1982","2017-18","ESSB 5086","5086"
"1983","2017-18","SB 5087","5087"
"1984","2017-18","SB 5088","5088"
"1985","2017-18","SB 5089","5089"
"1986","2017-18","SB 5090","5090"
"1987","2017-18","SSB 5090","5090"
"1988","2017-18","SB 5091","5091"
"1989","2017-18","SB 5092","5092"
"1990","2017-18","SB 5093","5093"
"1991","2017-18","SB 5094","5094"
"1992","2017-18","SSB 5094","5094"
"1993","2017-18","SB 5095","5095"
"1994","2017-18","ESB 5096","5096"
"1995","2017-18","SSB 5096","5096"
"1996","2017-18","ESB 5097","5097"
"1997","2017-18","SB 5098","5098"
"1998","2017-18","SB 5099","5099"
"1999","2017-18","SSB 5099","5099"
"2000","2017-18","SB 5100","5100"
"2001","2017-18","SSB 5100","5100"
"2002","2017-18","SB 5101","5101"
"2003","2017-18","SB 5102","5102"
"2004","2017-18","SB 5103","5103"
"2005","2017-18","SB 5104","5104"
"2006","2017-18","SSB 5104","5104"
"2007","2017-18","SB 5105","5105"
"2008","2017-18","SB 5106","5106"
"2009","2017-18","2ESSB 5106","5106"
"2010","2017-18","SB 5107","5107"
"2011","2017-18","SSB 5107","5107"
"2012","2017-18","2SSB 5107","5107"
"2013","2017-18","SB 5108","5108"
"2014","2017-18","SB 5109","5109"
"2015","2017-18","SB 5110","5110"
"2016","2017-18","ESB 5111","5111"
"2017","2017-18","SB 5112","5112"
"2018","2017-18","ESB 5113","5113"
"2019","2017-18","SB 5114","5114"
"2020","2017-18","SB 5115","5115"
"2021","2017-18","SB 5116","5116"
"2022","2017-18","SB 5117","5117"
"2023","2017-18","SB 5118","5118"
"2024","2017-18","SB 5119","5119"
"2025","2017-18","SB 5120","5120"
"2026","2017-18","SSB 5120","5120"
"2027","2017-18","SB 5121","5121"
"2028","2017-18","SB 5122","5122"
"2029","2017-18","SB 5123","5123"
"2030","2017-18","SSB 5123","5123"
"2031","2017-18","SB 5124","5124"
"2032","2017-18","SB 5125","5125"
"2033","2017-18","SB 5126","5126"
"2034","2017-18","SB 5127","5127"
"2035","2017-18","ESB 5128","5128"
"2036","2017-18","SB 5129","5129"
"2037","2017-18","SB 5130","5130"
"2038","2017-18","SB 5131","5131"
"2039","2017-18","ESSB 5131","5131"
"2040","2017-18","SB 5132","5132"
"2041","2017-18","SSB 5132","5132"
"2042","2017-18","SB 5133","5133"
"2043","2017-18","SSB 5133","5133"
"2044","2017-18","SB 5134","5134"
"2045","2017-18","SB 5135","5135"
"2046","2017-18","SSB 5135","5135"
"2047","2017-18","2SSB 5135","5135"
"2048","2017-18","SB 5136","5136"
"2049","2017-18","SB 5137","5137"
"2050","2017-18","SB 5138","5138"
"2051","2017-18","SSB 5138","5138"
"2052","2017-18","SB 5139","5139"
"2053","2017-18","SB 5140","5140"
"2054","2017-18","SB 5141","5141"
"2055","2017-18","SB 5142","5142"
"2056","2017-18","SSB 5142","5142"
"2057","2017-18","SB 5143","5143"
"2058","2017-18","ESSB 5143","5143"
"2059","2017-18","SB 5144","5144"
"2060","2017-18","SB 5145","5145"
"2061","2017-18","ESSB 5145","5145"
"2062","2017-18","SB 5146","5146"
"2063","2017-18","SB 5147","5147"
"2064","2017-18","SSB 5147","5147"
"2065","2017-18","SB 5148","5148"
"2066","2017-18","SB 5149","5149"
"2067","2017-18","SB 5150","5150"
"2068","2017-18","SB 5151","5151"
"2069","2017-18","SB 5152","5152"
"2070","2017-18","SSB 5152","5152"
"2071","2017-18","SB 5153","5153"
"2072","2017-18","SB 5154","5154"
"2073","2017-18","SSB 5154","5154"
"2074","2017-18","SB 5155","5155"
"2075","2017-18","SSB 5155","5155"
"2076","2017-18","SB 5156","5156"
"2077","2017-18","SB 5157","5157"
"2078","2017-18","SB 5158","5158"
"2079","2017-18","SB 5159","5159"
"2080","2017-18","SB 5160","5160"
"2081","2017-18","SB 5161","5161"
"2082","2017-18","SSB 5161","5161"
"2083","2017-18","SB 5162","5162"
"2084","2017-18","SB 5163","5163"
"2085","2017-18","SB 5164","5164"
"2086","2017-18","SB 5165","5165"
"2087","2017-18","SSB 5165","5165"
"2088","2017-18","SB 5166","5166"
"2089","2017-18","SB 5167","5167"
"2090","2017-18","SB 5168","5168"
"2091","2017-18","SB 5169","5169"
"2092","2017-18","SB 5170","5170"
"2093","2017-18","SSB 5170","5170"
"2094","2017-18","SB 5171","5171"
"2095","2017-18","SB 5172","5172"
"2096","2017-18","SB 5173","5173"
"2097","2017-18","ESSB 5173","5173"
"2098","2017-18","SB 5174","5174"
"2099","2017-18","SB 5175","5175"
"2100","2017-18","SB 5176","5176"
"2101","2017-18","SB 5177","5177"
"2102","2017-18","SB 5178","5178"
"2103","2017-18","SB 5179","5179"
"2104","2017-18","SSB 5179","5179"
"2105","2017-18","E2SSB 5179","5179"
"2106","2017-18","SB 5180","5180"
"2107","2017-18","2ESSB 5180","5180"
"2108","2017-18","SB 5181","5181"
"2109","2017-18","SB 5182","5182"
"2110","2017-18","SSB 5182","5182"
"2111","2017-18","SB 5183","5183"
"2112","2017-18","SB 5184","5184"
"2113","2017-18","SSB 5184","5184"
"2114","2017-18","SB 5185","5185"
"2115","2017-18","SSB 5185","5185"
"2116","2017-18","SB 5186","5186"
"2117","2017-18","SSB 5186","5186"
"2118","2017-18","SB 5187","5187"
"2119","2017-18","SB 5188","5188"
"2120","2017-18","SSB 5188","5188"
"2121","2017-18","SB 5189","5189"
"2122","2017-18","SB 5190","5190"
"2123","2017-18","SB 5191","5191"
"2124","2017-18","SB 5192","5192"
"2125","2017-18","SSB 5192","5192"
"2126","2017-18","SB 5193","5193"
"2127","2017-18","SB 5194","5194"
"2128","2017-18","SB 5195","5195"
"2129","2017-18","SSB 5195","5195"
"2130","2017-18","SB 5196","5196"
"2131","2017-18","SSB 5196","5196"
"2132","2017-18","SB 5197","5197"
"2133","2017-18","SB 5198","5198"
"2134","2017-18","ESSB 5198","5198"
"2135","2017-18","SB 5199","5199"
"2136","2017-18","SB 5200","5200"
"2137","2017-18","SB 5201","5201"
"2138","2017-18","SSB 5201","5201"
"2139","2017-18","2SSB 5201","5201"
"2140","2017-18","SB 5202","5202"
"2141","2017-18","SB 5203","5203"
"2142","2017-18","SSB 5203","5203"
"2143","2017-18","SB 5204","5204"
"2144","2017-18","SB 5205","5205"
"2145","2017-18","SB 5206","5206"
"2146","2017-18","SB 5207","5207"
"2147","2017-18","SSB 5207","5207"
"2148","2017-18","SB 5208","5208"
"2149","2017-18","SSB 5208","5208"
"2150","2017-18","SB 5209","5209"
"2151","2017-18","SB 5210","5210"
"2152","2017-18","SB 5211","5211"
"2153","2017-18","SSB 5211","5211"
"2154","2017-18","ESB 5212","5212"
"2155","2017-18","SB 5213","5213"
"2156","2017-18","ESB 5214","5214"
"2157","2017-18","SB 5215","5215"
"2158","2017-18","SB 5216","5216"
"2159","2017-18","SB 5217","5217"
"2160","2017-18","SB 5218","5218"
"2161","2017-18","SB 5219","5219"
"2162","2017-18","SB 5220","5220"
"2163","2017-18","SB 5221","5221"
"2164","2017-18","SB 5222","5222"
"2165","2017-18","SB 5223","5223"
"2166","2017-18","SSB 5223","5223"
"2167","2017-18","SB 5224","5224"
"2168","2017-18","SB 5225","5225"
"2169","2017-18","SB 5226","5226"
"2170","2017-18","SB 5227","5227"
"2171","2017-18","SB 5228","5228"
"2172","2017-18","SSB 5228","5228"
"2173","2017-18","SB 5229","5229"
"2174","2017-18","SB 5230","5230"
"2175","2017-18","SB 5231","5231"
"2176","2017-18","SB 5232","5232"
"2177","2017-18","SB 5233","5233"
"2178","2017-18","SSB 5233","5233"
"2179","2017-18","ESB 5234","5234"
"2180","2017-18","SB 5235","5235"
"2181","2017-18","SSB 5235","5235"
"2182","2017-18","SB 5236","5236"
"2183","2017-18","SSB 5236","5236"
"2184","2017-18","2SSB 5236","5236"
"2185","2017-18","SB 5237","5237"
"2186","2017-18","SB 5238","5238"
"2187","2017-18","SB 5239","5239"
"2188","2017-18","SSB 5239","5239"
"2189","2017-18","2E2SSB 5239","5239"
"2190","2017-18","SB 5240","5240"
"2191","2017-18","SB 5241","5241"
"2192","2017-18","SSB 5241","5241"
"2193","2017-18","SB 5242","5242"
"2194","2017-18","SB 5243","5243"
"2195","2017-18","SB 5244","5244"
"2196","2017-18","SB 5245","5245"
"2197","2017-18","SSB 5245","5245"
"2198","2017-18","SB 5246","5246"
"2199","2017-18","SB 5247","5247"
"2200","2017-18","SSB 5247","5247"
"2201","2017-18","SB 5248","5248"
"2202","2017-18","SSB 5248","5248"
"2203","2017-18","SB 5249","5249"
"2204","2017-18","SB 5250","5250"
"2205","2017-18","SB 5251","5251"
"2206","2017-18","SSB 5251","5251"
"2207","2017-18","2SSB 5251","5251"
"2208","2017-18","SB 5252","5252"
"2209","2017-18","SB 5253","5253"
"2210","2017-18","SB 5254","5254"
"2211","2017-18","SSB 5254","5254"
"2212","2017-18","E2SSB 5254","5254"
"2213","2017-18","SB 5255","5255"
"2214","2017-18","SSB 5255","5255"
"2215","2017-18","SB 5256","5256"
"2216","2017-18","ESSB 5256","5256"
"2217","2017-18","SB 5257","5257"
"2218","2017-18","SB 5258","5258"
"2219","2017-18","SSB 5258","5258"
"2220","2017-18","2SSB 5258","5258"
"2221","2017-18","SB 5259","5259"
"2222","2017-18","SSB 5259","5259"
"2223","2017-18","SB 5260","5260"
"2224","2017-18","SSB 5260","5260"
"2225","2017-18","SB 5261","5261"
"2226","2017-18","SB 5262","5262"
"2227","2017-18","SSB 5262","5262"
"2228","2017-18","SB 5263","5263"
"2229","2017-18","ESSB 5263","5263"
"2230","2017-18","SB 5264","5264"
"2231","2017-18","SB 5265","5265"
"2232","2017-18","ESB 5266","5266"
"2233","2017-18","SB 5267","5267"
"2234","2017-18","SB 5268","5268"
"2235","2017-18","SB 5269","5269"
"2236","2017-18","SB 5270","5270"
"2237","2017-18","SB 5271","5271"
"2238","2017-18","SSB 5271","5271"
"2239","2017-18","SB 5272","5272"
"2240","2017-18","SSB 5272","5272"
"2241","2017-18","SB 5273","5273"
"2242","2017-18","SB 5274","5274"
"2243","2017-18","SB 5275","5275"
"2244","2017-18","SB 5276","5276"
"2245","2017-18","SSB 5276","5276"
"2246","2017-18","SB 5277","5277"
"2247","2017-18","SSB 5277","5277"
"2248","2017-18","SB 5278","5278"
"2249","2017-18","SB 5279","5279"
"2250","2017-18","ESB 5280","5280"
"2251","2017-18","SB 5281","5281"
"2252","2017-18","ESSB 5281","5281"
"2253","2017-18","SB 5282","5282"
"2254","2017-18","SB 5283","5283"
"2255","2017-18","SB 5284","5284"
"2256","2017-18","SSB 5284","5284"
"2257","2017-18","SB 5285","5285"
"2258","2017-18","SSB 5285","5285"
"2259","2017-18","2SSB 5285","5285"
"2260","2017-18","SB 5286","5286"
"2261","2017-18","SSB 5286","5286"
"2262","2017-18","SB 5287","5287"
"2263","2017-18","ESB 5288","5288"
"2264","2017-18","SB 5289","5289"
"2265","2017-18","SSB 5289","5289"
"2266","2017-18","SB 5290","5290"
"2267","2017-18","SB 5291","5291"
"2268","2017-18","SB 5292","5292"
"2269","2017-18","SB 5293","5293"
"2270","2017-18","ESSB 5293","5293"
"2271","2017-18","SB 5294","5294"
"2272","2017-18","2ESSB 5294","5294"
"2273","2017-18","SB 5295","5295"
"2274","2017-18","SB 5296","5296"
"2275","2017-18","SSB 5296","5296"
"2276","2017-18","SB 5297","5297"
"2277","2017-18","SB 5298","5298"
"2278","2017-18","SB 5299","5299"
"2279","2017-18","SB 5300","5300"
"2280","2017-18","SSB 5300","5300"
"2281","2017-18","2SSB 5300","5300"
"2282","2017-18","SB 5301","5301"
"2283","2017-18","SSB 5301","5301"
"2284","2017-18","SB 5302","5302"
"2285","2017-18","SB 5303","5303"
"2286","2017-18","ESSB 5303","5303"
"2287","2017-18","SB 5304","5304"
"2288","2017-18","SB 5305","5305"
"2289","2017-18","SB 5306","5306"
"2290","2017-18","SB 5307","5307"
"2291","2017-18","SB 5308","5308"
"2292","2017-18","SB 5309","5309"
"2293","2017-18","SB 5310","5310"
"2294","2017-18","SB 5311","5311"
"2295","2017-18","SSB 5311","5311"
"2296","2017-18","SB 5312","5312"
"2297","2017-18","ESSB 5312","5312"
"2298","2017-18","SB 5313","5313"
"2299","2017-18","SSB 5313","5313"
"2300","2017-18","SB 5314","5314"
"2301","2017-18","SSB 5314","5314"
"2302","2017-18","SB 5315","5315"
"2303","2017-18","ESB 5316","5316"
"2304","2017-18","SB 5317","5317"
"2305","2017-18","SB 5318","5318"
"2306","2017-18","SB 5319","5319"
"2307","2017-18","SB 5320","5320"
"2308","2017-18","SB 5321","5321"
"2309","2017-18","SB 5322","5322"
"2310","2017-18","SSB 5322","5322"
"2311","2017-18","SB 5323","5323"
"2312","2017-18","SB 5324","5324"
"2313","2017-18","SSB 5324","5324"
"2314","2017-18","SB 5325","5325"
"2315","2017-18","SB 5326","5326"
"2316","2017-18","SB 5327","5327"
"2317","2017-18","SSB 5327","5327"
"2318","2017-18","SB 5328","5328"
"2319","2017-18","ESSB 5328","5328"
"2320","2017-18","SB 5329","5329"
"2321","2017-18","SB 5330","5330"
"2322","2017-18","SB 5331","5331"
"2323","2017-18","SB 5332","5332"
"2324","2017-18","SB 5333","5333"
"2325","2017-18","SB 5334","5334"
"2326","2017-18","SB 5335","5335"
"2327","2017-18","SB 5336","5336"
"2328","2017-18","SB 5337","5337"
"2329","2017-18","SB 5338","5338"
"2330","2017-18","ESSB 5338","5338"
"2331","2017-18","SB 5339","5339"
"2332","2017-18","SSB 5339","5339"
"2333","2017-18","SB 5340","5340"
"2334","2017-18","SSB 5340","5340"
"2335","2017-18","SB 5341","5341"
"2336","2017-18","SB 5342","5342"
"2337","2017-18","SSB 5342","5342"
"2338","2017-18","2SSB 5342","5342"
"2339","2017-18","SB 5343","5343"
"2340","2017-18","SSB 5343","5343"
"2341","2017-18","SB 5344","5344"
"2342","2017-18","SB 5345","5345"
"2343","2017-18","SSB 5345","5345"
"2344","2017-18","SB 5346","5346"
"2345","2017-18","SSB 5346","5346"
"2346","2017-18","SB 5347","5347"
"2347","2017-18","SSB 5347","5347"
"2348","2017-18","2SSB 5347","5347"
"2349","2017-18","SB 5348","5348"
"2350","2017-18","SSB 5348","5348"
"2351","2017-18","SB 5349","5349"
"2352","2017-18","SSB 5349","5349"
"2353","2017-18","2SSB 5349","5349"
"2354","2017-18","SB 5350","5350"
"2355","2017-18","SSB 5350","5350"
"2356","2017-18","SB 5351","5351"
"2357","2017-18","SB 5352","5352"
"2358","2017-18","SB 5353","5353"
"2359","2017-18","SB 5354","5354"
"2360","2017-18","SB 5355","5355"
"2361","2017-18","SB 5356","5356"
"2362","2017-18","SSB 5356","5356"
"2363","2017-18","SB 5357","5357"
"2364","2017-18","SSB 5357","5357"
"2365","2017-18","SB 5358","5358"
"2366","2017-18","SSB 5358","5358"
"2367","2017-18","SB 5359","5359"
"2368","2017-18","SB 5360","5360"
"2369","2017-18","SSB 5360","5360"
"2370","2017-18","SB 5361","5361"
"2371","2017-18","SB 5362","5362"
"2372","2017-18","SSB 5362","5362"
"2373","2017-18","SB 5363","5363"
"2374","2017-18","SB 5364","5364"
"2375","2017-18","SSB 5364","5364"
"2376","2017-18","SB 5365","5365"
"2377","2017-18","SB 5366","5366"
"2378","2017-18","SSB 5366","5366"
"2379","2017-18","SB 5367","5367"
"2380","2017-18","SB 5368","5368"
"2381","2017-18","SB 5369","5369"
"2382","2017-18","SB 5370","5370"
"2383","2017-18","SSB 5370","5370"
"2384","2017-18","SB 5371","5371"
"2385","2017-18","SB 5372","5372"
"2386","2017-18","SSB 5372","5372"
"2387","2017-18","SB 5373","5373"
"2388","2017-18","SB 5374","5374"
"2389","2017-18","SSB 5374","5374"
"2390","2017-18","ESB 5375","5375"
"2391","2017-18","SB 5376","5376"
"2392","2017-18","SB 5377","5377"
"2393","2017-18","SB 5378","5378"
"2394","2017-18","SSB 5378","5378"
"2395","2017-18","SB 5379","5379"
"2396","2017-18","SB 5380","5380"
"2397","2017-18","SB 5381","5381"
"2398","2017-18","SSB 5381","5381"
"2399","2017-18","SB 5382","5382"
"2400","2017-18","SB 5383","5383"
"2401","2017-18","SB 5384","5384"
"2402","2017-18","SB 5385","5385"
"2403","2017-18","SB 5386","5386"
"2404","2017-18","SB 5387","5387"
"2405","2017-18","SB 5388","5388"
"2406","2017-18","ESSB 5388","5388"
"2407","2017-18","SB 5389","5389"
"2408","2017-18","SB 5390","5390"
"2409","2017-18","SB 5391","5391"
"2410","2017-18","SB 5392","5392"
"2411","2017-18","SB 5393","5393"
"2412","2017-18","ESSB 5393","5393"
"2413","2017-18","SB 5394","5394"
"2414","2017-18","SSB 5394","5394"
"2415","2017-18","SB 5395","5395"
"2416","2017-18","SB 5396","5396"
"2417","2017-18","SB 5397","5397"
"2418","2017-18","SB 5398","5398"
"2419","2017-18","SSB 5398","5398"
"2420","2017-18","SB 5399","5399"
"2421","2017-18","SB 5400","5400"
"2422","2017-18","SB 5401","5401"
"2423","2017-18","SB 5402","5402"
"2424","2017-18","SSB 5402","5402"
"2425","2017-18","SB 5403","5403"
"2426","2017-18","SSB 5403","5403"
"2427","2017-18","SB 5404","5404"
"2428","2017-18","SSB 5404","5404"
"2429","2017-18","SB 5405","5405"
"2430","2017-18","SSB 5405","5405"
"2431","2017-18","SB 5406","5406"
"2432","2017-18","SB 5407","5407"
"2433","2017-18","SB 5408","5408"
"2434","2017-18","SSB 5408","5408"
"2435","2017-18","SB 5409","5409"
"2436","2017-18","SB 5410","5410"
"2437","2017-18","SB 5411","5411"
"2438","2017-18","SSB 5411","5411"
"2439","2017-18","SB 5412","5412"
"2440","2017-18","SB 5413","5413"
"2441","2017-18","SB 5414","5414"
"2442","2017-18","SB 5415","5415"
"2443","2017-18","SB 5416","5416"
"2444","2017-18","SB 5417","5417"
"2445","2017-18","SB 5418","5418"
"2446","2017-18","SB 5419","5419"
"2447","2017-18","SB 5420","5420"
"2448","2017-18","SB 5421","5421"
"2449","2017-18","SB 5422","5422"
"2450","2017-18","SB 5423","5423"
"2451","2017-18","SB 5424","5424"
"2452","2017-18","SB 5425","5425"
"2453","2017-18","SB 5426","5426"
"2454","2017-18","SSB 5426","5426"
"2455","2017-18","SB 5427","5427"
"2456","2017-18","SB 5428","5428"
"2457","2017-18","SB 5429","5429"
"2458","2017-18","SB 5430","5430"
"2459","2017-18","SSB 5430","5430"
"2460","2017-18","SB 5431","5431"
"2461","2017-18","ESSB 5431","5431"
"2462","2017-18","SB 5432","5432"
"2463","2017-18","SB 5433","5433"
"2464","2017-18","SB 5434","5434"
"2465","2017-18","SSB 5434","5434"
"2466","2017-18","SB 5435","5435"
"2467","2017-18","SSB 5435","5435"
"2468","2017-18","SB 5436","5436"
"2469","2017-18","SB 5437","5437"
"2470","2017-18","SB 5438","5438"
"2471","2017-18","SSB 5438","5438"
